path,label,features_pca_array
s3://p8-data-bastien/Test/Pomegranate/38_100.jpg,Pomegranate,"[ 6.28681088e+00 -5.68123759e-01  5.05959504e+00  7.39979063e+00
 -1.48935345e+01 -1.31387759e+00 -1.04739311e+00  2.38462263e-01
 -8.18045771e-01  1.27568180e+00 -7.08764201e-01  1.90129633e-01
 -2.84963338e+00  6.06583781e+00  2.68201341e+00  1.98305938e+00
  3.09013075e-01  1.89760397e+00 -3.06166383e+00  1.80286154e+00
 -2.02527674e+00  7.66533748e-01 -6.14181390e-02  8.81467973e+00
  4.04166299e+00  2.21369802e+00 -3.82989280e+00 -3.04096579e+00
 -2.48127031e+00  1.43770986e+00  2.05678456e-01  3.35938618e+00
  4.74070164e+00  5.27800721e-01  3.13363129e-01 -3.39472010e-01
 -1.25917640e+00 -2.21730827e+00  4.94173746e-02  1.25782500e+00
  2.65441711e-01  1.27369717e+00 -2.31824979e-01  6.38268056e-01
 -5.43006726e-01 -4.01930403e-01  8.39899508e-01 -5.11929434e-02
 -5.06055657e-01 -6.58300749e-02 -3.99462126e-01 -2.27170738e-01
  6.77629616e-01 -1.16946985e+00  5.28962134e-01  1.39706036e+00
  7.39455165e-02 -4.41998287e-01  1.02467729e+00 -2.04743228e+00
  4.09930730e-01  4.75942734e-01  4.24915697e-01 -2.76842985e-01
  7.09014305e-01  2.95247795e-01 -1.90749429e-01 -2.09987191e-01
 -4.56209828e-01 -3.82032807e-01 -1.10896303e+00  3.52249089e-02
  3.34694203e-01  4.67954166e-01 -1.54951073e+00  1.07860040e-01
  3.76222229e-01  8.44812924e-04 -1.18209283e+00 -4.68437375e-02
  8.85343173e-01  4.65136079e-01 -2.09518343e+00 -1.86064697e+00
 -4.34842470e-01  3.20907209e-01  4.40408852e-01 -2.00140611e-02
  1.53411032e+00  1.76397632e+00  5.14269769e-01 -7.62729578e-01
  2.87964230e-01  6.34134317e-01 -9.76482049e-01 -9.58318378e-01
 -4.33632511e-01  6.83169154e-01 -4.10924538e-01  4.35561284e-01
  9.63813747e-01  1.19297471e+00  5.88972656e-01 -2.13680888e+00
  9.74970607e-01 -1.81056837e+00 -3.91805063e-01 -9.68511179e-01
  1.80322290e-01 -8.54616402e-01  4.23794613e-01  8.80993084e-02
 -9.73998659e-03 -5.71275998e-01 -1.96342133e+00  2.79723794e+00
  8.10507288e-01  7.17573262e-01 -1.58790422e+00 -1.06168821e+00
  4.96475949e-01 -6.03560890e-01  2.29412909e-01  4.59133897e-02
 -7.77294091e-01 -4.65422114e-01]"
s3://p8-data-bastien/Test/Lemon/64_100.jpg,Lemon,"[ 6.72762060e+00 -9.82290851e+00 -1.53956948e+00  6.20771759e+00
  1.10443188e+01  1.59250315e-01 -4.37303743e-01 -3.66934822e+00
  5.03332048e+00 -6.75297624e+00 -1.34950430e+00 -9.99944003e-01
  7.77873129e-01 -1.45729148e+00  1.11648048e-01  6.93576249e-01
  2.55287087e+00  1.09496158e+00  3.73403031e+00 -8.67538366e+00
 -4.48203064e+00  2.73848083e+00  2.17834098e+00  7.84834758e-01
  3.49846918e+00 -3.01752324e+00  2.76472377e+00 -5.15581520e+00
  2.53900375e-02  5.72110883e-01 -1.89596967e+00 -1.23110631e+00
  4.47590712e+00  1.46334590e+00 -2.41920931e+00 -2.33769594e+00
  4.60246960e+00 -1.13966949e+00  1.26308562e+00 -1.09832778e+00
 -6.71568164e-01 -7.87371070e-01  4.57173356e-01 -1.29572901e+00
  7.50862990e-01 -3.46532622e-01 -7.61090712e-01 -1.14694808e+00
  3.12389065e-01  6.79934474e-01  8.21377914e-01  7.46514817e-01
 -1.00025058e+00  5.95698433e-01  7.35047509e-01  1.69165906e-01
 -8.50425845e-01  1.44728324e+00  3.23013156e-01 -6.76303712e-01
  6.04967082e-01 -1.43005426e-01  1.29019282e+00 -6.85815624e-01
  1.86104663e-01  3.54100608e-01  1.56258980e-01  2.92845010e-01
  2.01129817e-01  1.70962558e-01 -7.48246907e-01  1.36211502e-01
  1.78895382e-01 -3.43305812e-01 -8.77096404e-01  6.30588568e-01
 -3.63436471e-01  2.00827260e-04 -1.12507566e-01  5.94923044e-01
 -3.76578769e-01 -5.99522035e-01 -6.82886903e-01  1.30113125e+00
 -1.71668527e-01 -1.09336762e+00  6.17734905e-01 -2.00577683e-01
 -1.67881249e-01 -4.49972434e-01  8.69963915e-01  6.10835107e-02
  6.05221576e-01  9.11990356e-02  2.50021199e-01  1.35733890e+00
 -5.79949280e-01  4.39215589e-01 -1.96515800e-01 -7.02646195e-01
  4.65799362e-01 -1.56197926e+00  8.07055500e-01  6.48555569e-03
 -3.11516730e-01 -3.51954991e-02 -3.24580470e-01 -4.88806328e-01
  4.36751075e-01 -6.44596194e-01  7.61492183e-01 -1.34629040e-01
  8.66989831e-01  6.74685395e-01  3.36890787e-01  5.10351888e-01
  1.69615715e+00 -1.15011933e-01 -5.27667842e-02  4.73578110e-01
  5.87407610e-01  6.53952235e-01 -4.55890493e-01 -7.81676388e-01
 -2.49539239e-01  7.19772619e-01]"
s3://p8-data-bastien/Test/Kumquats/r_291_100.jpg,Kumquats,"[ 5.90000485 -4.77040551  3.67362818  7.11834589  0.60815586  1.8100677
  2.70762695 -5.44976493 -0.0941892  -7.8438     -1.81424572  1.85312079
 -1.07051308 -0.60373195  1.91433984 -2.41342163 -0.15396517  2.82956283
 -0.76543741  4.04631663 -3.33216764  0.74751786 -2.2064026   0.78750586
 -1.19185421  3.87731026 -3.49266637  3.0188067   0.41296654  0.35469362
 -0.64139505  0.06812341 -2.54386447 -0.83371776 -0.86173492  0.34908782
  2.03922014 -0.16645782  2.3852227  -1.29950555 -0.6368295  -0.60941314
  1.21961848 -0.80980327  1.03556751  0.2939621  -1.72826611 -0.51344739
  1.43892977 -0.44813419  0.48914498 -1.89652007  0.21984568  0.08483442
 -0.19437738 -1.1635611  -0.57719592 -0.41771983 -1.15136217  1.60335322
  0.24522893  0.54939747  0.50507424 -0.2019052   0.129626   -0.01376269
 -0.55534413  0.50669387 -0.93701238  0.42362178 -0.52453525 -0.98177656
 -1.0894207   0.18941815 -1.33574129  0.86621268  0.06766296 -0.26430831
  0.18621957 -0.07670538 -0.24116021 -1.56944433 -0.31490751 -0.67752368
 -0.21433622 -0.2776145   1.36329428  0.3523635   0.96056098 -0.95383619
  0.27522795 -0.2815525   1.41825141 -1.53875812 -0.43230432  0.62595536
  0.28168392 -1.68292213 -0.6999045   1.06736273  0.2980795  -0.4318602
  0.54391687  0.23385399  0.88155872 -0.26428011 -0.20083769 -1.53308915
 -0.14206814  0.47844251  0.83470287  1.09396607 -1.53219232  0.65693552
 -1.03246093 -1.63824937 -0.79769111 -0.8492876  -0.09745092  0.20326532
  0.47693603 -0.01144735  0.21040168  0.99467322 -1.24120409  0.94361758]"
s3://p8-data-bastien/Test/Pomegranate/r_282_100.jpg,Pomegranate,"[ 1.41963339  4.7830199   3.79976143  3.31204756 -4.74385598 -3.69749863
 -0.88657069  8.12971439 -3.52587695 -0.21377482 -4.19016217 -1.74922901
  1.62110968 10.04495401 -0.85707989 -8.07252721 -0.0950765   7.33474579
  1.00448391 -6.79898842  6.04781893 -8.68474981 -4.29598413 -1.83226826
  0.82052808 -5.76825104  0.67432407  4.31779662  1.91442007 -1.52612445
  0.40155655 -1.03260164 -0.32065518  2.74884096  1.62289696  0.56345295
 -0.31184253 -3.86148676 -1.11624491 -1.25385673  3.58870422 -0.93326722
  1.93979102  1.32277159  2.64778202 -0.01378448 -1.52909558  1.44847423
  0.07316848  1.92150303 -3.08641781 -0.23401784 -5.84266913  0.10864024
 -0.49949936 -1.63775692 -3.57930695 -4.38848895  1.45447285  3.33233755
  0.92350088 -3.00749041 -0.25983611 -0.60244132  0.73621958  1.78979464
  0.54140594 -0.70930812  0.4956997   0.75784657  1.34683109  1.59691917
  0.48087101 -1.52662711  0.45498887 -0.80849962 -0.94785751  1.20925903
 -0.66937295  2.21473622  0.57341552 -2.31791577 -1.35026094  1.92828549
 -0.06300408  1.37262331  0.81135887  0.43017249 -0.81285863 -0.44670302
  1.25744733  0.63016966  1.85675501  1.93840165  1.1306651   0.70620447
 -1.47404049  0.54206854  0.81590465  1.01898174  1.35930345 -0.5112347
 -0.64965861  0.45394629 -1.1679422  -1.83048536 -0.5107896  -0.79918806
  1.79867119 -0.43033678 -0.71611193 -0.80647086 -1.40314916  0.62438127
  0.89242628  0.01851018  0.29362911 -0.19388609 -0.63970603  0.79289877
  1.28384332 -0.11342139  0.28161544  0.31474605 -0.27281983 -0.48056599]"
s3://p8-data-bastien/Test/Grape White 3/r_188_100.jpg,Grape White 3,"[ 3.44997257 -3.94853069 -7.36241045 -3.17554244  9.75100191 -3.18371136
  6.17184025  1.86230554  7.5119388   8.05888453  2.33276758 -2.2050976
  1.39360086  3.14592299  1.34990957  1.58362288 -2.51221508  0.68552005
 -1.72325171  1.66699863  1.89932003 -0.57679509  0.03858429  0.86401626
  1.67938887  1.40256966 -0.5215086   0.82394409 -0.72184039 -1.6418033
 -1.32694135  0.01346746 -0.25607514  1.23313961  0.08332821  0.55073316
 -0.40014018  1.30219554 -0.31999807  0.14866939 -1.48479685 -0.97353952
  2.0750343  -2.73567599 -0.09220412  0.32885208 -2.17917017  1.05088973
 -1.37129539 -1.66613501  1.03432708 -0.04376541 -0.71619881 -0.65144268
 -0.88364941  0.80943876  2.80128368  0.35670984  0.63850539  0.1857897
  0.74102356  4.09511071  0.9850817  -1.80156564  0.2689468   2.67114761
  1.40637068  0.59081425  0.84652342 -0.66853421 -2.0469705   0.13051999
  2.73576294  1.78544717 -3.38724687  1.41505765  0.68123542 -0.44903545
 -0.36831518 -1.42907339  2.02408161 -0.76509556 -2.04367941  1.54605995
 -0.40086942  3.36676675 -0.22938181  1.62373758  0.8731265   2.86136393
  0.91891636 -1.22926686 -0.13701463 -0.73508456  0.92844224 -3.81397113
 -0.42354063  0.55201359  1.01647674  2.32763939  1.99501738 -2.10385159
  0.30164644 -1.6981652  -2.19512463  2.19637868 -0.96503757  0.9005457
  2.68005084 -1.93970609 -2.11226795  0.51220885  0.25062298  1.06816633
 -0.26931104 -1.64316297  0.12399536 -0.35030467  2.64399232  3.92291561
 -1.67795646 -0.1050537   0.16505984  2.81977538  1.55512741 -1.86136823]"
s3://p8-data-bastien/Test/Apple Red 3/9_100.jpg,Apple Red 3,"[ 5.99368026e+00 -7.20522172e+00  2.58325765e+00  5.10594214e+00
 -1.28909333e+01 -3.95935881e-01 -2.11876514e+00  2.05430763e+00
  2.58635741e+00  2.22998273e+00  2.54421075e+00 -6.39316334e-01
 -8.29719575e-01 -4.11414266e-01 -1.89700622e+00  1.23543085e+00
 -1.90841850e-01 -3.94763018e-01 -1.84981130e+00 -9.89709250e-01
  1.39163485e-01  1.12958538e-01  3.80376167e-01 -1.37359192e-01
 -8.00845295e-01  1.34282307e+00  1.32792050e+00 -9.65113458e-01
  6.57095960e-01  5.17199961e-01  1.68521858e+00 -1.68599569e+00
 -1.97752129e+00  2.80935466e-01  5.03725582e-01 -2.46049076e+00
  2.11975434e-01 -2.60634057e+00 -1.09416053e+00  1.40768432e-01
  1.23824570e+00  2.51508165e+00 -8.16605646e-01 -1.63705723e+00
 -6.86114940e-01 -9.74448505e-03 -7.53039349e-01 -1.53242579e+00
  1.20378969e+00 -2.04150216e-01  1.54325604e+00 -5.27178914e-02
 -4.39121901e-01  9.75239895e-01  3.38431246e-01 -2.36088966e+00
 -4.94267450e-01  7.49969263e-01 -1.54493358e-01  1.47026076e+00
 -1.25055820e-01  1.46945981e+00 -1.49881087e+00 -8.45226108e-01
 -2.54838629e+00  1.54915309e+00 -7.07705182e-02 -1.11432023e+00
 -8.87362251e-01 -3.33733939e-01  6.26858008e-01 -2.90232327e-01
 -8.41542330e-01 -2.32861761e-01 -2.01471693e-02 -7.85707336e-01
 -4.29166531e-01  1.56327299e+00  1.54499130e-01 -1.92820159e+00
 -8.73509994e-01 -3.15769834e-01  1.46889934e+00  3.54265635e+00
  8.14186588e-01  2.00756953e-02 -3.80572307e-01 -3.48970353e-01
 -2.60249645e+00  2.47626213e-01  1.11520757e+00 -4.47189603e-01
 -1.35085808e-01 -5.30174881e-01  7.94530373e-01 -1.06095778e+00
 -7.31959435e-01 -7.00663398e-01 -9.86399157e-01  4.32069965e-01
 -1.50381841e+00 -9.56179812e-01  3.74965910e-01 -1.81187773e+00
  3.08570933e-01 -9.78717692e-01  2.01890893e+00 -2.05304600e-01
  1.84936969e+00 -6.43682739e-01 -3.36984791e-01  1.14119760e+00
 -5.77180010e-01 -1.64039862e+00 -1.15788373e+00  1.79166780e+00
  2.34939005e+00 -5.92847629e-01 -2.14119065e-01 -1.02965087e+00
 -8.30680377e-01 -2.67726579e-01  3.05203798e+00  1.34518489e+00
  1.85942696e+00  2.42683684e-01]"
s3://p8-data-bastien/Test/Apple Red 3/r_59_100.jpg,Apple Red 3,"[ 2.10261307e+00 -4.24845270e+00 -1.34288583e-01  1.18284534e+00
 -1.47339265e+01  2.90174085e+00 -3.93655622e+00  7.61383595e+00
 -2.84228019e-01  7.56776547e+00  6.63410368e+00 -1.22355482e+00
 -4.13586334e+00 -8.58843821e+00  1.79293020e-01  6.75247029e-01
 -2.86430004e+00  4.54692803e+00  4.08028138e+00 -3.08946465e+00
 -5.69571456e+00  2.07834729e+00  2.62421630e+00 -2.45076494e+00
 -2.25424049e+00 -1.28865615e+00 -3.19482019e+00  5.01141196e+00
 -3.45657199e-01  1.48497731e+00  5.64950134e-04 -1.62176593e+00
 -1.34421863e+00  3.13562028e+00  8.56147232e-02  2.83127614e+00
 -5.41201579e-01 -1.53515124e+00 -5.03381797e-01 -1.15219733e-02
  2.86596726e+00 -2.17789059e-02  6.02175213e-01  3.10475817e-02
 -1.42967506e+00 -5.05977716e-01  1.78911469e+00  2.56512950e-03
 -4.57788620e-01  1.56405972e+00  5.00035793e-03  1.43509141e-02
 -1.53760073e+00  9.18828337e-01 -5.18436126e-01  9.32908819e-01
  1.43489319e+00 -6.75341155e-02  2.69907215e+00  7.07129711e-02
 -5.83687184e-01 -1.02380994e+00  1.12684525e+00 -1.72485167e-01
 -2.29115948e-01 -1.31070967e+00  2.03847790e+00 -9.21377684e-01
  4.62492641e-01 -4.82457567e-01 -1.89845291e+00  6.77051445e-01
  9.55478354e-01  1.03864059e+00 -1.25830918e+00  2.52981173e+00
  4.14911061e-01 -2.52328342e-04  2.54784639e+00 -4.11858177e-02
  2.35263864e+00 -1.41339371e-01 -2.46797763e-01  1.01068230e+00
  4.01473701e-01  6.39079401e-01 -2.24167884e-01 -2.41194495e-01
 -1.04520402e+00  1.66876447e-01 -8.39672199e-01 -2.95474788e+00
  1.16647591e+00 -8.54716400e-01 -9.34435418e-01 -2.57859809e-01
 -1.48101194e+00 -2.19380144e-01  8.57934720e-02  4.21922712e-02
 -5.89617826e-01 -8.59145009e-01  9.23878625e-01  8.32609042e-01
  7.96089923e-01 -1.23134783e+00 -8.66910155e-01  1.89265756e+00
 -1.39182303e-01 -5.48298919e-01 -1.83026687e+00  1.72902121e+00
  2.14507692e-01  8.23934692e-01 -1.81703562e+00  2.28092355e-01
  2.45065644e+00  9.50060716e-01 -2.75875449e-01  4.02152052e-01
 -1.80614430e+00  6.53102413e-02  6.89500888e-01  1.04269127e+00
 -8.97294149e-01  1.50228190e+00]"
s3://p8-data-bastien/Test/Apple Red 2/92_100.jpg,Apple Red 2,"[ 9.80605774e+00 -9.46044398e-01  3.18626347e+00  5.74837459e+00
 -4.83172121e+00 -1.93603427e+00 -5.94772280e-01  1.65756706e-01
 -1.19084012e+00 -9.41546789e-01  3.95867721e-02 -2.20936423e+00
  5.77595468e+00 -2.25819563e-01  3.69494500e+00  3.45647492e+00
 -5.76030395e-01  8.64756197e-01 -5.91724319e+00 -1.68355610e+00
  2.69142372e+00 -2.38476488e+00 -3.15783173e+00 -3.77544792e+00
  5.30974598e+00 -1.61443328e+00  9.28603924e-01 -1.17572584e-01
  7.04344478e-01 -4.65881640e+00  1.54164832e+00  4.40087208e-01
 -2.02826065e+00 -4.10615565e+00 -5.30402069e-01  1.06041563e+00
 -1.73056855e+00  1.07456900e+00 -2.25801094e+00  1.56607676e-02
 -1.42395400e-02  6.21206899e-01 -2.65584620e-01 -5.00064947e-01
  6.33209026e-03  1.45206721e-01  1.83975962e-01  3.30259858e-02
 -1.54009700e-01  4.25096370e-01  4.95819773e-01 -7.92271319e-01
  9.28170428e-01  1.89310262e-01  1.12126490e-02  7.12650526e-01
 -1.66392504e+00 -1.80701685e-01 -1.39721802e+00  1.77666859e+00
  7.97775727e-01 -3.28210244e-02  9.11363058e-01  7.39035547e-01
  1.42372059e+00 -1.94239712e+00  5.90772949e-01  9.75340293e-01
 -3.23836150e-02  1.18527704e+00 -9.04734428e-01  1.28717471e+00
  1.29297143e+00 -9.42714646e-01 -2.30959801e+00  2.33340332e-01
  1.78267199e+00  1.39456697e+00 -1.22008925e+00  1.09792702e+00
  5.34085448e-01 -1.58274624e+00 -5.69708090e-01 -1.33461576e+00
 -6.37432437e-01 -1.62578342e+00  1.38178985e+00 -8.46076201e-01
  1.86524163e+00 -1.50034458e+00 -3.08996463e-01 -1.31207417e+00
  1.08018351e+00 -1.38990297e+00 -2.19396733e-01 -1.48388197e+00
  1.57897697e-01 -5.91780145e-01  4.45046267e-02 -1.38477160e+00
  3.73136788e-01  5.29477539e-01  8.79903436e-01 -2.73488989e+00
  8.45530425e-01 -6.48255707e-01  8.35666892e-02 -8.58962751e-02
  2.46887460e+00  4.94640372e-01 -2.87046343e-01  1.78477204e+00
  2.97459863e-01 -6.13278682e-01  9.52671785e-01 -1.28339567e+00
  7.74819877e-01 -1.08958280e+00 -2.38490247e+00  1.21731914e+00
  7.72801925e-01 -4.30006547e-01 -1.53421108e-01  1.69482034e+00
 -2.06569845e-02  7.03222852e-01]"
s3://p8-data-bastien/Test/Tomato Cherry Red/57_100.jpg,Tomato Cherry Red,"[10.10715328 24.06023835  9.2129183  -4.09622893  6.00709895 -3.08661625
 -9.50866829  2.54134164  7.54666325 -0.36820567  2.43473813  0.41406735
 -1.18603511 -3.02463125 -2.31383867 -1.0310783   1.11288884 -1.93739574
 -1.8709533  -0.45750884  1.66977698  0.6338361   2.14737022  7.50330637
  0.58009824 -2.97541931  0.08087512 -0.04199727  0.87695806 -3.10589709
  0.31491892 -3.05538884 -7.74435621  1.82397854 -2.33095242  1.96738095
  4.64511527  2.4132234  -1.76075983 -0.42585485  0.22903693 -0.33158311
  1.19223236  2.58716975 -0.5740753   0.74786377 -0.68175892 -0.0701952
  0.90996162 -0.53048021 -1.54225312 -1.22163123  0.41729769 -0.66175304
  1.03390322  0.54936659 -0.16300982 -0.06481054  0.27786224 -0.40136895
  0.49399145  0.12424437 -0.21235231  0.0405373   0.1634913  -0.08508939
 -0.20669074 -0.51151239 -0.96820507  0.48725344 -0.39280832 -0.13762335
 -0.1002501  -0.14574013 -0.60746208  0.7517273  -0.42229159 -0.04357847
  0.55231685 -0.58621982  0.33784471  0.13566746  0.19506037  0.34958633
 -0.37784942 -0.04771855  0.03986736  0.10577577  0.08927852  0.20447152
 -0.36228138  0.39855369 -0.27618129  0.30325411 -0.38996452  0.42033923
  0.73590629 -0.29750477 -0.0847484   0.55471994  0.19688733 -0.277697
 -0.427664   -0.06760522 -0.24221998 -0.89038746  0.12911814  0.44420075
  0.43678589 -0.79088088  0.78894414 -0.27406937  0.93528261 -0.05501096
 -0.29766158  0.02546143 -0.68424491  0.52177162  0.1540093  -0.14113414
 -0.22919952  0.5401452   0.04214123 -0.29253536 -0.58417558  0.22212966]"
s3://p8-data-bastien/Test/Tomato Cherry Red/203_100.jpg,Tomato Cherry Red,"[ 9.97471185e+00  2.41143318e+01  9.40798607e+00 -4.50904416e+00
  6.56990055e+00 -2.53444918e+00 -9.84600148e+00  1.81196713e+00
  7.68845520e+00 -7.29125181e-01  2.35457443e+00  4.18045593e-01
 -1.07005632e+00 -4.01523503e+00 -2.98279536e+00 -1.48159343e+00
  1.65084688e+00 -1.65338872e+00 -1.76674295e+00 -8.62183437e-01
  9.51012935e-01  9.51870763e-01  1.85432557e+00  7.14496204e+00
  1.04340763e-01 -1.23051473e+00  5.28677033e-01 -1.59821195e-01
  8.94758630e-01 -2.62216979e+00 -2.47196129e-01 -2.19108196e+00
 -6.86642698e+00  1.91294654e+00 -1.21592581e+00  3.10393492e+00
  3.65157906e+00  1.38631190e+00 -1.18326680e+00 -2.59208955e-01
 -6.26187656e-01  1.50358318e-01  1.37975762e-01  2.36757032e+00
 -1.14641135e+00 -4.88404244e-01 -3.70884927e-01  1.38206920e-01
  1.47442505e+00 -4.20475655e-01 -1.09509439e+00 -1.46343613e+00
  1.57876828e-01 -6.86261025e-01  5.09708418e-01  6.31283353e-01
  3.24835637e-01 -1.07539283e+00  8.39410900e-02 -7.48419977e-01
  5.34114130e-01  1.12834804e-01  1.12777484e+00 -4.13709211e-01
  8.19323184e-01  1.29593333e-01  3.48040764e-01 -8.17110003e-01
 -5.74145830e-01  1.19925520e+00  2.29387079e-02 -1.32585206e-01
 -8.30483063e-02 -7.02754124e-01 -4.42618738e-01  7.47713433e-01
  4.32721479e-01 -2.14489548e-01 -4.17771133e-01 -1.64304024e-01
  5.37633479e-01 -6.75708132e-02 -4.10612427e-01  6.39952677e-01
  3.88944468e-01  2.54508330e-01 -5.93689699e-01 -4.71076047e-01
 -4.09268522e-01 -9.58178278e-02  6.57710949e-02  6.08665489e-01
  3.55526351e-01  3.30851632e-02  4.19044647e-01 -4.82259297e-01
  8.12002831e-01  5.17187383e-01 -3.49113363e-01 -4.73479035e-01
 -3.03918692e-01  7.07923497e-01 -2.78293002e-01 -1.37816245e-01
  3.25465046e-01  8.07558145e-01  1.19044170e+00  3.36995131e-01
  4.55194900e-01  4.18251233e-01 -4.55118889e-01 -3.67786006e-01
 -1.19618487e+00  4.94356370e-01  2.84614195e-01  1.78797787e-01
  5.61761261e-01  1.52139795e-01  2.38072874e-01  3.75202859e-01
  1.34708899e+00 -3.49771986e-02  5.59779089e-02  2.01832461e-01
  2.25735721e-01 -3.06178262e-02]"
s3://p8-data-bastien/Test/Kumquats/r_279_100.jpg,Kumquats,"[ 6.53610794e+00 -5.40410582e+00  2.65615063e+00  6.13509878e+00
  1.94447081e+00  2.28354228e+00  2.90562104e+00 -5.84467641e+00
  1.09970181e+00 -8.93455042e+00 -2.73890471e+00  1.16618819e+00
  3.72124249e-01 -1.23029148e+00  1.63861945e+00 -1.31592931e+00
  2.77624562e-01  4.41332887e-01  2.10593572e-01  2.86154040e+00
 -8.61741722e-01 -9.98667163e-01 -2.03341815e+00 -8.54191370e-01
 -1.45255461e+00  1.97817287e+00 -1.75907501e+00  2.18126673e+00
  4.66712042e-01  1.58089172e-01 -1.79518140e+00  8.23475532e-01
 -2.30863623e+00 -6.02593972e-01 -6.38735890e-02  8.54610390e-01
  1.61414800e+00  1.36782182e+00  1.17189165e+00 -1.27032751e+00
 -2.87446117e-01  4.70044169e-01  3.22879120e-01 -8.29761773e-01
  2.59141954e-02  1.89203710e-01 -1.58670396e+00 -4.44740402e-01
  1.58096032e+00 -2.66587472e-01  1.21566213e+00 -4.71379382e-01
 -4.57113672e-03  1.40396031e+00 -1.03335249e-02 -1.99021897e-01
 -8.96703716e-01 -5.45063417e-01 -1.18965298e+00  6.68722953e-02
  9.38397451e-01  3.32629540e-01  1.05475176e-01 -4.26781759e-01
 -1.16875801e-01 -5.34698533e-02 -4.33892629e-01  1.85229938e-02
 -4.44709214e-01  4.99811371e-01  1.55348956e-01 -6.06341125e-01
 -1.06249662e+00  3.61246740e-01 -5.49562411e-01  5.95288136e-01
 -5.22915859e-01 -1.24327494e+00  3.70165790e-01  6.42563433e-01
 -1.40213820e+00 -1.55413147e+00 -9.90333101e-01 -3.20581888e-01
  3.13004772e-01 -4.40841679e-01  1.53716152e+00  1.18010416e+00
  2.33700891e-01 -1.26004089e+00  1.06039600e+00 -1.03057494e+00
  2.92581483e+00 -5.90760663e-01 -7.34316012e-01  5.64247530e-01
  5.71971739e-01 -1.09875099e+00 -1.81830166e+00  1.02676851e+00
  7.63370021e-01 -5.99585770e-01  7.42735980e-01  2.35149396e-01
  5.82911722e-01  6.43010355e-02 -8.14789316e-02 -8.37772692e-01
  6.91510128e-02  5.07890735e-01  1.17763729e+00  6.46581249e-01
 -1.56282551e+00  8.24655919e-01 -8.78417406e-01 -1.46706752e+00
  3.92823467e-01 -2.48301267e-01  6.68486850e-01  4.88017495e-01
  1.17198477e+00 -2.14746513e-02 -4.94723377e-01  1.36206669e+00
 -8.82023620e-01  3.82168835e-01]"
s3://p8-data-bastien/Test/Peach/68_100.jpg,Peach,"[ 6.54378685 -6.86443977  2.40200276  4.27847687 -6.8715614   2.84328716
  4.72960903 -3.51555226  6.72258652 -1.49801069  0.87205857  1.27518819
 -3.04257976 -1.25546211 -5.6786177  -1.95357748  1.72468748 -7.84728747
  0.21531987  2.92817289  4.10354204 -2.27353976  0.95761298 -1.56622142
 -4.65223801  1.65415434  2.14580373  1.68805659  1.62751519  1.83077854
  0.61427617 -2.02422824  0.37269497  0.35416757  0.30269919 -2.35733057
  1.4857298   1.13135132  0.67167928  1.29822985 -1.0782658   1.48397429
 -1.26584282 -0.32558946 -1.11697391  1.13372617 -0.72366518 -0.1292161
  2.22464058  1.05263765  0.83857996  3.65234529 -1.19431678  0.14992892
 -3.12395053  2.01653531 -0.35504589  1.24813797 -0.62468081 -1.93628802
  0.58092466 -1.47242382  2.50412932  1.84881411  1.43205331  1.62542971
 -0.65210558 -0.7895643  -0.89632961 -0.08965793 -1.72508342  1.13669061
  1.04337942 -1.17750286 -1.23956886 -1.98733773  0.06100547  0.35958868
 -0.44524195  0.98382626  0.9532883  -0.46259212  1.25178829 -0.59478886
 -1.52643674 -0.25603051  0.39890332 -0.17828835  0.94802318 -1.4784934
  0.0766809   0.43963813  0.21928959  0.6479319   0.83999213  0.19025868
  0.13155769 -0.38308691  0.09035347 -0.44592748 -0.05451019 -0.43029856
 -0.2294262  -0.95886749  0.05310945 -0.45526339  0.01408722 -0.56752835
  0.45964722  0.1202939  -0.18485332 -1.0605834   0.7770971   0.0958361
  0.49924867 -0.49749381 -0.28184938 -0.40911392  0.089987   -0.19178032
  0.69294382 -1.20821722  0.2708722  -1.34162842 -0.10794596  1.324726  ]"
